cliente_edad,cliente_genero,cliente_estado_civil,numero_hijos_o_dependientes,nivel_educativo,ocupacion_profesion,ingresos_estimados_rango,monto_reserva,metodo_pago,fecha_reserva,tiempo_reserva,lote_ubicacion,fecha_limite,lote_precio,lote_id,manzana,asesor,numero_visitas_proyecto_antes,numero_visitas_proyecto_despues,canal_contacto,tiempo_promedio_decision_antes_compra_dias,nivel_respuesta,promesa_regalo,cerca_avenidas,cerca_colegios,cerca_parques,estado_final,compra_final
27,M,soltero,4,secundaria,Abogado,3000-5000,200,transferencia,2025-09-11,40,"Alameda Arcelia Zorrilla, Málaga",2025-10-21,157621,Residencial SolA20,A,María Gómez,0,4,Página Web,25,tardio,sí,1,0,0,transferido,0
31,M,casado,1,tecnico,Profesor,3000-5000,100,transferencia,2025-05-25,30,"Glorieta Perlita Salom, Salamanca",2025-06-24,68127,Villa Los OlivosH30,H,Pedro Sánchez,1,0,Evento,1,rapido,no,0,1,1,transferido,0
58,F,soltero,3,universitario,Arquitecto,1500-3000,400,tarjeta,2025-10-19,26,"Glorieta de Maricela Tormo, Granada",2025-11-14,52663,Villa Los OlivosE26,E,Juan Rojas,2,1,Página Web,43,tardio,no,1,1,0,transferido,1
39,M,conviviente,0,secundaria,Doctor,1500-3000,400,yape,2025-02-26,51,"Pasaje Quique Arco, Málaga",2025-04-18,68495,Villa Los OlivosE48,E,Pedro Sánchez,0,2,Instagram,5,tardio,sí,0,1,0,transferido,0
59,F,casado,0,tecnico,Contador,3000-5000,300,transferencia,2025-03-21,17,"Glorieta Anabel Llorens, Alicante",2025-04-07,160949,Residencial SolI39,I,Ana Torres,0,2,Facebook,1,sin_respuesta,sí,0,0,1,transferido,0
35,F,conviviente,1,secundaria,Abogado,1500-3000,300,transferencia,2025-07-29,47,"Cuesta Pelayo Navas, Jaén",2025-09-14,56299,Villa Los OlivosJ17,J,Juan Rojas,3,2,Referido,44,rapido,no,0,1,0,transferido,0
39,M,conviviente,3,secundaria,Comerciante,<1500,200,efectivo,2025-09-21,53,"Ronda América Redondo, Córdoba",2025-11-13,113261,Jardines del ValleA6,A,Ana Torres,0,0,Facebook,44,rapido,no,0,1,1,transferido,0
40,F,conviviente,3,tecnico,Profesor,3000-5000,500,tarjeta,2025-07-13,42,"Alameda de Encarna Padilla, Málaga",2025-08-24,134008,Jardines del ValleG10,G,Ana Torres,1,1,Evento,14,tardio,sí,0,0,1,reservado,0
48,M,conviviente,1,postgrado,Doctor,1500-3000,100,efectivo,2025-12-02,32,"Callejón Ámbar Ángel, Santa Cruz de Tenerife",2026-01-03,135479,Jardines del ValleI44,I,Luis Pérez,0,0,Página Web,37,tardio,no,0,1,1,transferido,0
35,F,soltero,1,secundaria,Ingeniero,3000-5000,400,yape,2025-10-12,49,"Rambla Paz Vilar, Lleida",2025-11-30,163113,Jardines del ValleC41,C,María Gómez,1,2,Referido,8,rapido,no,1,1,0,transferido,0
56,F,casado,2,secundaria,Comerciante,3000-5000,300,transferencia,2025-05-08,30,"Cuesta de María Cristina Burgos, Ourense",2025-06-07,147217,Residencial SolJ43,J,Pedro Sánchez,1,1,Evento,2,tardio,sí,0,0,1,reservado,0
33,M,soltero,2,universitario,Profesor,<1500,200,yape,2025-09-11,60,"Vial de Natividad Quirós, Navarra",2025-11-10,145564,Residencial SolF42,F,Pedro Sánchez,0,2,Página Web,45,tardio,no,1,1,1,transferido,0
35,F,soltero,1,tecnico,Doctor,1500-3000,500,transferencia,2025-05-06,58,"Avenida de Glauco Ariza, Córdoba",2025-07-03,87594,Jardines del ValleI15,I,María Gómez,2,1,WhatsApp,29,tardio,sí,1,0,1,transferido,0
29,F,soltero,2,universitario,Contador,<1500,500,tarjeta,2025-07-05,12,"C. Haroldo Larrañaga, Madrid",2025-07-17,98489,Residencial SolI42,I,Ana Torres,1,2,Facebook,37,rapido,no,1,0,0,reservado,0
34,M,soltero,2,universitario,Arquitecto,3000-5000,300,transferencia,2025-04-23,47,"Urbanización de Bruno Seco, Ávila",2025-06-09,174147,Residencial SolH19,H,Luis Pérez,1,0,Facebook,4,rapido,no,1,0,0,transferido,0
57,M,soltero,0,universitario,Abogado,>5000,200,efectivo,2025-09-09,18,"Cuesta Marcio Perales, Barcelona",2025-09-27,113431,Villa Los OlivosE30,E,María Gómez,1,3,Instagram,14,rapido,sí,1,0,0,transferido,0
62,M,conviviente,0,tecnico,Arquitecto,3000-5000,100,tarjeta,2025-09-29,43,"Paseo María Arteaga, Cáceres",2025-11-11,55780,Jardines del ValleE19,E,María Gómez,1,1,Instagram,26,tardio,no,0,0,0,transferido,0
48,M,conviviente,0,universitario,Abogado,<1500,100,efectivo,2025-11-08,10,"Urbanización de Rosaura Belmonte, Baleares",2025-11-18,198945,Jardines del ValleC46,C,María Gómez,1,4,Evento,22,tardio,sí,0,1,1,transferido,0
33,M,casado,3,universitario,Doctor,<1500,300,efectivo,2025-03-28,12,"Pasadizo de Silvio Gual, Segovia",2025-04-09,52139,Residencial SolH39,H,Juan Rojas,0,1,Página Web,40,rapido,sí,0,0,1,reservado,0
57,F,conviviente,4,tecnico,Profesor,<1500,200,transferencia,2025-01-08,51,"Vial de Alma Ferrández, Granada",2025-02-28,163352,Jardines del ValleD20,D,Luis Pérez,3,3,Instagram,38,sin_respuesta,sí,0,1,1,transferido,1
36,F,casado,2,tecnico,Doctor,1500-3000,400,efectivo,2025-07-23,16,"Pasaje de Sandra Cabañas, Guadalajara",2025-08-08,80539,Residencial SolG35,G,Ana Torres,0,0,Instagram,21,tardio,sí,0,0,1,reservado,0
39,M,casado,4,universitario,Ingeniero,3000-5000,200,efectivo,2025-06-03,9,"Pasadizo de Octavia Blázquez, Barcelona",2025-06-12,196927,Jardines del ValleJ6,J,María Gómez,0,0,Evento,49,rapido,sí,0,1,1,transferido,0
62,F,soltero,3,secundaria,Contador,3000-5000,100,efectivo,2025-11-23,19,"Pasaje de Ignacia Marcos, Ciudad",2025-12-12,91361,Villa Los OlivosI39,I,María Gómez,0,1,Página Web,42,rapido,sí,0,1,0,transferido,1
57,M,divorciado,0,universitario,Ingeniero,>5000,500,efectivo,2025-04-30,32,"Vial de Ruy Lledó, Teruel",2025-06-01,134130,Villa Los OlivosB44,B,Luis Pérez,0,1,Instagram,21,rapido,sí,0,1,1,transferido,0
65,F,conviviente,4,secundaria,Profesor,1500-3000,200,yape,2025-05-08,12,"Acceso de Arturo Bonet, Cuenca",2025-05-20,176944,Jardines del ValleH10,H,Ana Torres,2,1,Página Web,28,sin_respuesta,sí,0,1,1,transferido,1
64,M,conviviente,0,universitario,Comerciante,<1500,500,efectivo,2025-08-16,27,"Cañada de Rosendo Blanca, Jaén",2025-09-12,59375,Villa Los OlivosD45,D,María Gómez,0,3,Referido,8,rapido,sí,0,1,1,transferido,0
26,M,casado,3,tecnico,Abogado,<1500,200,tarjeta,2025-10-29,34,"Cuesta de María Carmen Milla, Lugo",2025-12-02,146437,Jardines del ValleD47,D,Pedro Sánchez,0,3,Página Web,36,tardio,sí,0,1,1,transferido,0
50,F,soltero,2,universitario,Ingeniero,3000-5000,500,yape,2025-01-25,29,"Alameda Candelario Barreda, Guipúzcoa",2025-02-23,168956,Residencial SolB17,B,Juan Rojas,2,0,WhatsApp,11,sin_respuesta,sí,1,0,0,reservado,0
49,M,soltero,1,universitario,Ingeniero,3000-5000,200,efectivo,2025-11-29,48,"Avenida Adelardo Marcos, Girona",2026-01-16,180406,Residencial SolH10,H,Luis Pérez,0,0,Facebook,6,tardio,sí,0,0,1,transferido,0
37,F,soltero,1,tecnico,Arquitecto,>5000,400,efectivo,2025-10-27,32,"Alameda de Alejandro Blanes, Zaragoza",2025-11-28,161286,Jardines del ValleA21,A,Ana Torres,2,1,Instagram,37,tardio,no,1,1,1,transferido,0
50,F,casado,0,universitario,Profesor,3000-5000,500,transferencia,2025-06-30,56,"Acceso José María Crespi, Cáceres",2025-08-25,85894,Jardines del ValleA23,A,Luis Pérez,0,0,Evento,0,rapido,sí,1,0,0,transferido,0
31,F,casado,2,tecnico,Comerciante,>5000,100,yape,2025-04-30,11,"Vial de Anabel Caparrós, Madrid",2025-05-11,179886,Jardines del ValleH4,H,Ana Torres,1,1,Facebook,8,tardio,no,0,0,0,transferido,0
40,M,conviviente,1,universitario,Doctor,1500-3000,400,tarjeta,2025-12-15,28,"Alameda de Zaida Novoa, Valladolid",2026-01-12,156488,Villa Los OlivosA36,A,Ana Torres,0,1,Instagram,13,tardio,no,0,1,0,transferido,0
64,M,casado,2,tecnico,Doctor,<1500,500,tarjeta,2025-07-31,60,"Glorieta Cayetano Morante, Cádiz",2025-09-29,51364,Residencial SolE45,E,Pedro Sánchez,0,0,Página Web,34,tardio,no,0,1,1,transferido,0
48,F,soltero,3,tecnico,Contador,1500-3000,300,tarjeta,2025-09-09,20,"Acceso Natalio Téllez, Valencia",2025-09-29,79509,Jardines del ValleC34,C,María Gómez,0,1,Página Web,26,rapido,sí,1,0,1,transferido,1
58,M,soltero,2,tecnico,Arquitecto,1500-3000,200,transferencia,2025-08-09,41,"Callejón de Lisandro Dominguez, Badajoz",2025-09-19,179920,Villa Los OlivosG2,G,Juan Rojas,1,1,Instagram,34,rapido,sí,0,0,1,transferido,0
34,M,casado,3,universitario,Comerciante,<1500,400,tarjeta,2025-04-11,33,"Paseo Rita Jaume, Cantabria",2025-05-14,111704,Villa Los OlivosH13,H,María Gómez,0,1,Facebook,22,tardio,no,0,0,1,transferido,0
51,F,soltero,1,postgrado,Comerciante,<1500,300,yape,2025-08-16,13,"Pasaje de Jenaro Toro, Guadalajara",2025-08-29,119664,Residencial SolF34,F,Juan Rojas,2,1,WhatsApp,5,tardio,no,1,1,1,transferido,0
27,F,casado,2,secundaria,Doctor,3000-5000,100,tarjeta,2025-09-11,17,"C. Jonatan Marin, Cádiz",2025-09-28,140493,Jardines del ValleH50,H,María Gómez,0,2,Referido,43,rapido,no,0,0,0,transferido,0
47,F,casado,4,universitario,Ingeniero,<1500,100,transferencia,2025-10-14,23,"Pasadizo de Adolfo Garmendia, Palencia",2025-11-06,120609,Residencial SolG3,G,Ana Torres,1,0,Facebook,34,sin_respuesta,sí,0,1,1,transferido,1
44,M,casado,0,tecnico,Contador,3000-5000,500,efectivo,2025-11-13,41,"Ronda de Patricia Arévalo, Ceuta",2025-12-24,158546,Residencial SolH12,H,Ana Torres,1,2,Facebook,5,rapido,no,0,1,0,transferido,0
37,F,soltero,0,universitario,Ingeniero,<1500,400,efectivo,2025-01-06,32,"Urbanización de Oriana Beltran, Guipúzcoa",2025-02-07,93617,Jardines del ValleB20,B,Pedro Sánchez,0,1,Evento,3,tardio,sí,1,0,0,reservado,0
47,F,soltero,3,universitario,Doctor,3000-5000,300,yape,2025-06-10,31,"Paseo Fabio Castañeda, Pontevedra",2025-07-11,114696,Residencial SolF22,F,Pedro Sánchez,1,1,Referido,44,rapido,no,1,1,0,reservado,1
26,M,conviviente,2,tecnico,Abogado,1500-3000,100,transferencia,2025-08-22,24,"Avenida de Vera Bayona, Lleida",2025-09-15,132512,Jardines del ValleH29,H,María Gómez,1,2,WhatsApp,17,sin_respuesta,no,0,1,0,transferido,0
26,M,casado,4,tecnico,Doctor,1500-3000,400,yape,2025-12-02,48,"Urbanización Santos Múgica, Ceuta",2026-01-19,158439,Villa Los OlivosF44,F,Ana Torres,3,4,Facebook,32,rapido,sí,0,1,1,transferido,0
58,F,casado,2,universitario,Arquitecto,1500-3000,200,tarjeta,2025-10-05,51,"Callejón de Anastasia Luz, Albacete",2025-11-25,82953,Jardines del ValleH50,H,María Gómez,1,3,Referido,44,rapido,sí,0,0,0,transferido,0
58,M,casado,2,secundaria,Comerciante,3000-5000,200,yape,2025-01-14,60,"C. Ezequiel Requena, Albacete",2025-03-15,135155,Villa Los OlivosH48,H,Ana Torres,3,0,WhatsApp,40,tardio,no,0,0,1,reservado,0
63,M,casado,4,universitario,Profesor,3000-5000,300,efectivo,2025-12-15,14,"Cañada Petrona Lopez, Sevilla",2025-12-29,192500,Jardines del ValleJ13,J,Ana Torres,2,3,Página Web,9,rapido,sí,0,0,1,transferido,1
40,F,casado,4,secundaria,Arquitecto,3000-5000,300,efectivo,2025-04-24,24,"C. Dionisio Heredia, Palencia",2025-05-18,197317,Jardines del ValleG45,G,María Gómez,0,1,WhatsApp,19,rapido,sí,0,0,1,reservado,0
51,M,soltero,4,tecnico,Arquitecto,>5000,100,efectivo,2025-06-06,52,"Camino Dorita Bou, Cádiz",2025-07-28,137918,Villa Los OlivosH30,H,María Gómez,0,0,Evento,10,sin_respuesta,sí,0,1,1,reservado,1
43,F,conviviente,3,secundaria,Profesor,3000-5000,300,transferencia,2025-10-26,60,"Pasadizo de Alfredo Valentín, Pontevedra",2025-12-25,86225,Residencial SolC39,C,María Gómez,0,4,Página Web,35,tardio,sí,0,1,0,transferido,0
33,F,casado,1,tecnico,Abogado,3000-5000,300,yape,2025-05-07,14,"Cuesta de Adoración Saldaña, Palencia",2025-05-21,53140,Villa Los OlivosH45,H,Ana Torres,0,1,Evento,0,rapido,no,0,1,0,reservado,0
42,F,soltero,0,universitario,Profesor,<1500,400,tarjeta,2025-03-02,44,"Rambla de Nazario Losa, Girona",2025-04-15,133604,Villa Los OlivosB42,B,María Gómez,3,3,WhatsApp,14,tardio,sí,1,1,0,reservado,0
38,M,soltero,3,tecnico,Arquitecto,<1500,100,yape,2025-02-17,45,"Ronda Sonia Gimeno, Palencia",2025-04-03,184843,Jardines del ValleF44,F,María Gómez,0,0,Referido,14,rapido,no,1,0,1,reservado,0
30,F,casado,0,tecnico,Ingeniero,1500-3000,100,efectivo,2025-12-11,50,"Glorieta de Alondra Quevedo, Cuenca",2026-01-30,82885,Villa Los OlivosB44,B,Ana Torres,1,0,Evento,43,tardio,no,0,0,0,transferido,0
40,M,casado,1,tecnico,Arquitecto,3000-5000,400,efectivo,2025-10-08,25,"Vial de Lázaro Valenciano, Álava",2025-11-02,196653,Villa Los OlivosF29,F,María Gómez,0,0,Evento,2,tardio,sí,0,1,1,transferido,0
47,M,soltero,0,secundaria,Arquitecto,1500-3000,200,transferencia,2025-08-02,37,"Urbanización Adriana Vergara, Palencia",2025-09-08,105906,Villa Los OlivosE12,E,Luis Pérez,0,4,Evento,23,tardio,sí,1,1,1,transferido,0
56,M,casado,4,tecnico,Contador,3000-5000,300,yape,2025-05-11,27,"Cuesta de Ceferino Muñoz, Segovia",2025-06-07,158673,Villa Los OlivosI31,I,Luis Pérez,2,1,Facebook,35,rapido,no,0,1,0,reservado,1
30,F,casado,4,secundaria,Comerciante,<1500,400,efectivo,2025-10-12,36,"Alameda de Eusebio Jaume, Ciudad",2025-11-17,187543,Residencial SolH46,H,Ana Torres,3,1,Instagram,15,rapido,sí,0,0,1,transferido,0
25,F,casado,3,universitario,Contador,>5000,300,efectivo,2025-07-02,14,"Pasaje Benita Goicoechea, Huesca",2025-07-16,159188,Villa Los OlivosI39,I,Ana Torres,0,0,Facebook,12,rapido,sí,0,0,1,transferido,0
30,M,soltero,0,tecnico,Comerciante,3000-5000,300,yape,2025-09-18,55,"Glorieta de Eugenia Valero, Burgos",2025-11-12,65820,Residencial SolG17,G,Luis Pérez,0,1,Evento,35,rapido,no,1,0,0,transferido,0
38,F,soltero,0,tecnico,Contador,3000-5000,300,yape,2025-03-10,25,"Paseo Pía Puga, Badajoz",2025-04-04,176576,Residencial SolE12,E,Juan Rojas,0,3,Instagram,2,tardio,no,1,1,1,transferido,0
65,M,soltero,1,secundaria,Abogado,<1500,400,efectivo,2025-09-27,17,"Ronda de Reyes Mascaró, Melilla",2025-10-14,74853,Residencial SolA4,A,María Gómez,0,2,Instagram,31,sin_respuesta,sí,1,0,0,transferido,0
35,F,conviviente,0,tecnico,Profesor,1500-3000,500,tarjeta,2025-02-20,49,"Alameda de Cruz Soriano, Sevilla",2025-04-10,157242,Villa Los OlivosI2,I,Ana Torres,0,2,Evento,40,rapido,no,0,1,0,transferido,0
48,M,viudo,4,secundaria,Comerciante,<1500,500,yape,2025-09-28,11,"Ronda de Carina Manzano, Huesca",2025-10-09,170422,Residencial SolA10,A,María Gómez,1,3,Evento,15,rapido,no,0,1,0,transferido,1
31,M,casado,3,universitario,Arquitecto,<1500,500,tarjeta,2025-11-25,60,"Avenida de Noa Puig, Ceuta",2026-01-24,52523,Residencial SolG49,G,Juan Rojas,1,1,Instagram,16,sin_respuesta,sí,0,0,1,transferido,0
58,F,conviviente,2,universitario,Contador,1500-3000,400,efectivo,2025-03-21,17,"Via Ciriaco Duque, Lugo",2025-04-07,108928,Residencial SolA16,A,Pedro Sánchez,1,1,Referido,0,rapido,sí,0,0,0,reservado,0
42,F,soltero,4,tecnico,Comerciante,3000-5000,500,tarjeta,2025-06-03,53,"Cuesta de Francisco Javier Lluch, Ceuta",2025-07-26,178898,Residencial SolA37,A,Juan Rojas,1,1,WhatsApp,2,tardio,no,1,1,0,reservado,0
47,M,soltero,1,secundaria,Arquitecto,>5000,200,yape,2025-10-20,32,"Urbanización de Mario Barreda, Almería",2025-11-21,139211,Villa Los OlivosH27,H,María Gómez,0,3,Página Web,33,tardio,no,1,1,1,transferido,0
48,F,casado,4,secundaria,Ingeniero,<1500,400,yape,2025-03-17,39,"Glorieta Malena Valencia, Navarra",2025-04-25,91984,Residencial SolC28,C,Pedro Sánchez,0,0,Evento,40,tardio,sí,1,1,0,reservado,1
61,F,soltero,4,universitario,Ingeniero,<1500,400,yape,2025-11-28,28,"Cuesta Jose Angel Velázquez, Almería",2025-12-26,130565,Residencial SolJ18,J,Luis Pérez,1,3,Facebook,4,rapido,sí,1,0,1,transferido,1
50,M,casado,1,tecnico,Ingeniero,3000-5000,400,tarjeta,2025-05-02,29,"Via de María Manuela Peña, Cantabria",2025-05-31,117027,Jardines del ValleA12,A,Juan Rojas,0,3,Instagram,9,tardio,sí,1,1,0,reservado,0
64,M,soltero,1,universitario,Profesor,1500-3000,200,efectivo,2025-05-14,21,"Camino Dalila Pallarès, Murcia",2025-06-04,149902,Residencial SolH15,H,Ana Torres,1,0,Página Web,24,tardio,no,1,0,1,transferido,0
34,F,soltero,4,postgrado,Profesor,<1500,300,tarjeta,2025-08-28,14,"Callejón Clímaco Cabo, Valencia",2025-09-11,146494,Jardines del ValleG33,G,Juan Rojas,1,3,WhatsApp,45,rapido,sí,0,1,1,transferido,0
28,F,soltero,0,universitario,Arquitecto,1500-3000,400,efectivo,2025-11-17,45,"Avenida de Trinidad Núñez, Badajoz",2026-01-01,157005,Residencial SolI13,I,Juan Rojas,0,1,Instagram,36,rapido,sí,1,1,0,transferido,0
38,F,casado,2,postgrado,Doctor,1500-3000,400,tarjeta,2025-03-07,17,"Cañada de Tiburcio Quiroga, Las Palmas",2025-03-24,154922,Jardines del ValleC32,C,María Gómez,1,1,Evento,8,tardio,sí,1,1,1,transferido,0
36,F,casado,0,universitario,Arquitecto,1500-3000,400,tarjeta,2025-02-14,21,"Calle Sandra Bertrán, Segovia",2025-03-07,59265,Residencial SolC15,C,Ana Torres,0,2,Instagram,31,rapido,sí,1,1,0,reservado,0
59,F,divorciado,2,tecnico,Doctor,1500-3000,100,efectivo,2025-12-17,20,"Ronda de Celso Mulet, León",2026-01-06,58920,Villa Los OlivosH50,H,María Gómez,0,1,Instagram,11,rapido,no,0,0,1,transferido,0
37,M,casado,2,postgrado,Contador,>5000,200,tarjeta,2025-05-01,41,"Avenida de Remedios Feijoo, Málaga",2025-06-11,105192,Jardines del ValleE13,E,Pedro Sánchez,0,1,Evento,30,rapido,no,0,1,1,transferido,0
48,F,soltero,4,secundaria,Comerciante,1500-3000,100,tarjeta,2025-06-05,21,"Calle de Alfredo Espada, Asturias",2025-06-26,171828,Residencial SolG41,G,María Gómez,1,1,Facebook,11,tardio,no,0,0,1,reservado,1
55,F,casado,3,universitario,Comerciante,3000-5000,300,efectivo,2025-05-04,48,"Vial de María Ángeles Flor, Madrid",2025-06-21,54341,Jardines del ValleJ34,J,Pedro Sánchez,2,0,Referido,40,rapido,no,0,0,0,transferido,1
44,M,conviviente,1,universitario,Ingeniero,<1500,300,transferencia,2025-02-07,36,"C. de Angelino Gras, Murcia",2025-03-15,108315,Residencial SolF46,F,Pedro Sánchez,1,2,Referido,43,rapido,sí,0,0,1,reservado,0
34,F,casado,1,postgrado,Doctor,<1500,300,tarjeta,2025-05-10,40,"Acceso de Custodio Diaz, Albacete",2025-06-19,186942,Residencial SolE2,E,Juan Rojas,0,2,Evento,11,rapido,no,0,1,1,reservado,0
65,M,conviviente,1,universitario,Doctor,<1500,200,tarjeta,2025-03-15,50,"Urbanización de Eleuterio Barceló, Asturias",2025-05-04,172879,Villa Los OlivosD17,D,Pedro Sánchez,2,3,Referido,14,sin_respuesta,sí,0,1,0,transferido,0
40,M,soltero,1,tecnico,Ingeniero,<1500,300,efectivo,2025-09-21,29,"Alameda de Josep Martin, Las Palmas",2025-10-20,160259,Villa Los OlivosD6,D,María Gómez,1,1,Evento,14,tardio,no,1,1,1,transferido,0
50,F,soltero,1,secundaria,Profesor,<1500,300,efectivo,2025-05-06,47,"Ronda Judith Elorza, Almería",2025-06-22,156112,Jardines del ValleA9,A,Pedro Sánchez,2,0,WhatsApp,24,sin_respuesta,sí,1,0,0,reservado,0
51,F,conviviente,3,tecnico,Ingeniero,1500-3000,300,yape,2025-08-25,34,"Acceso Jacinta Blasco, Palencia",2025-09-28,189432,Residencial SolH15,H,Pedro Sánchez,0,0,Página Web,23,tardio,sí,0,0,1,transferido,1
25,M,soltero,0,universitario,Comerciante,3000-5000,300,efectivo,2025-07-07,37,"Via José Luis Gargallo, Valladolid",2025-08-13,88439,Jardines del ValleI38,I,María Gómez,0,0,Instagram,7,rapido,no,1,0,1,reservado,0
61,F,conviviente,2,secundaria,Doctor,1500-3000,300,transferencia,2025-07-08,43,"Cañada de Reyna Jordán, Valladolid",2025-08-20,103974,Jardines del ValleC7,C,María Gómez,2,0,Referido,13,sin_respuesta,no,0,1,1,transferido,0
63,F,casado,3,universitario,Ingeniero,3000-5000,300,transferencia,2025-08-29,27,"Callejón Cayetano Carpio, Ciudad",2025-09-25,141191,Jardines del ValleJ39,J,Pedro Sánchez,1,4,Evento,13,rapido,no,0,0,0,transferido,1
29,F,casado,1,universitario,Ingeniero,1500-3000,300,tarjeta,2025-02-27,10,"Alameda de Mirta Pascual, Zamora",2025-03-09,58208,Residencial SolF28,F,Luis Pérez,0,1,Referido,37,rapido,sí,1,0,0,transferido,0
38,F,casado,4,tecnico,Contador,1500-3000,200,yape,2025-02-26,54,"Pasaje de Horacio Maza, Jaén",2025-04-21,141992,Villa Los OlivosB2,B,Luis Pérez,0,1,Instagram,32,sin_respuesta,no,1,1,0,reservado,0
38,F,casado,0,tecnico,Comerciante,1500-3000,200,tarjeta,2025-08-24,45,"Avenida de Arturo Pozuelo, Córdoba",2025-10-08,106053,Villa Los OlivosH14,H,Pedro Sánchez,0,1,Página Web,39,sin_respuesta,sí,0,0,1,transferido,0
27,M,casado,2,universitario,Abogado,3000-5000,100,efectivo,2025-09-17,53,"Acceso Gala Pujol, Pontevedra",2025-11-09,153895,Residencial SolG1,G,Juan Rojas,0,0,Evento,33,rapido,sí,0,1,1,transferido,0
44,F,conviviente,3,secundaria,Arquitecto,3000-5000,200,yape,2025-12-07,49,"Cañada de Reinaldo Ricart, Salamanca",2026-01-25,101826,Villa Los OlivosH14,H,Pedro Sánchez,1,2,Evento,12,rapido,no,0,1,1,transferido,0
30,F,soltero,3,postgrado,Profesor,1500-3000,300,transferencia,2025-12-16,45,"Paseo de Anastasia Zamora, Murcia",2026-01-30,56084,Villa Los OlivosF40,F,Pedro Sánchez,0,0,Facebook,25,rapido,sí,1,1,0,transferido,0
65,M,soltero,0,tecnico,Ingeniero,<1500,300,transferencia,2025-09-17,52,"Camino Lorena Recio, Vizcaya",2025-11-08,114729,Residencial SolB27,B,Juan Rojas,3,2,Página Web,10,rapido,no,1,0,0,transferido,0
56,M,casado,1,secundaria,Contador,<1500,300,transferencia,2025-06-20,10,"Callejón de Ignacio Solana, Guipúzcoa",2025-06-30,193943,Residencial SolG37,G,Juan Rojas,0,1,Evento,39,tardio,no,0,0,1,transferido,0
49,F,casado,0,tecnico,Abogado,1500-3000,100,transferencia,2025-01-17,41,"Glorieta de Jenaro Recio, Segovia",2025-02-27,165999,Jardines del ValleI37,I,Luis Pérez,0,0,Evento,26,sin_respuesta,no,0,1,1,reservado,0
53,F,soltero,0,secundaria,Doctor,1500-3000,100,tarjeta,2025-05-08,45,"Paseo de Américo Pastor, Asturias",2025-06-22,61376,Villa Los OlivosH29,H,María Gómez,1,0,Página Web,12,tardio,no,1,0,1,reservado,0
50,M,soltero,2,universitario,Contador,3000-5000,200,efectivo,2025-07-31,9,"Cuesta Isaura Rubio, Madrid",2025-08-09,112847,Villa Los OlivosF40,F,Luis Pérez,0,1,Facebook,7,rapido,no,1,0,1,transferido,0
39,F,casado,3,tecnico,Arquitecto,<1500,200,transferencia,2025-09-07,40,"Paseo de Ester Aramburu, Murcia",2025-10-17,115833,Residencial SolG39,G,María Gómez,1,2,Instagram,2,tardio,no,0,0,1,transferido,0
31,F,casado,0,postgrado,Profesor,1500-3000,100,tarjeta,2025-05-02,11,"Ronda de Dimas Diego, Cádiz",2025-05-13,168455,Villa Los OlivosF12,F,Pedro Sánchez,1,2,Instagram,10,tardio,sí,0,0,1,transferido,0
44,F,casado,0,tecnico,Comerciante,3000-5000,200,transferencia,2025-10-25,26,"Pasadizo de Amílcar Benítez, Lugo",2025-11-20,50181,Villa Los OlivosI3,I,Juan Rojas,0,2,Referido,30,rapido,sí,0,0,1,transferido,0
42,F,casado,2,universitario,Profesor,1500-3000,300,yape,2025-12-27,34,"Alameda Domingo Padilla, Cantabria",2026-01-30,71474,Jardines del ValleH26,H,Ana Torres,0,1,Evento,4,rapido,sí,0,1,0,transferido,0
40,F,casado,3,universitario,Contador,3000-5000,300,efectivo,2025-10-22,52,"Callejón de Maristela Rosell, La Rioja",2025-12-13,157157,Jardines del ValleC8,C,Pedro Sánchez,0,2,Página Web,5,sin_respuesta,sí,1,1,0,transferido,0
44,M,casado,0,secundaria,Abogado,3000-5000,100,efectivo,2025-11-28,20,"Ronda de María Fernanda Quero, Valladolid",2025-12-18,106323,Villa Los OlivosJ41,J,Luis Pérez,1,0,Evento,9,tardio,no,0,0,1,transferido,0
31,M,soltero,4,tecnico,Comerciante,3000-5000,400,efectivo,2025-07-09,17,"Pasadizo de Héctor Aller, Salamanca",2025-07-26,56792,Jardines del ValleI27,I,Ana Torres,0,0,Página Web,7,tardio,no,1,0,1,reservado,0
26,M,soltero,2,secundaria,Doctor,>5000,100,efectivo,2025-08-18,13,"Acceso de Águeda Montesinos, Cuenca",2025-08-31,172079,Residencial SolD34,D,María Gómez,0,0,Página Web,37,rapido,sí,1,1,0,transferido,0
63,F,divorciado,1,secundaria,Comerciante,<1500,400,efectivo,2025-11-20,32,"Avenida de Hugo Samper, Melilla",2025-12-22,99726,Residencial SolI4,I,Ana Torres,0,0,Evento,35,tardio,no,0,0,0,transferido,0
62,M,divorciado,4,universitario,Arquitecto,1500-3000,100,efectivo,2025-05-02,12,"Paseo Jose Miguel Lozano, Pontevedra",2025-05-14,164824,Jardines del ValleF22,F,Pedro Sánchez,2,0,Referido,34,rapido,no,0,1,1,reservado,1
59,M,soltero,3,universitario,Contador,3000-5000,400,efectivo,2025-07-11,52,"Paseo Cipriano Galvez, Zaragoza",2025-09-01,103479,Villa Los OlivosH5,H,Luis Pérez,0,4,Evento,37,tardio,sí,1,1,1,transferido,1
